day_of_year,day_of_week,is_holiday,avg_temp,precip,cloud,humidity,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
54,5,0,4.4,0.7,0.61,0.83,0.383,0.38,0.371,0.344,0.387,0.362,0.538,0.533,0.555,0.55,0.482,0.427,0.442,0.465,0.45,0.46,0.463,0.588,0.572,0.543,0.576,0.38,0.401,0.419
55,6,1,5.5,1.0,0.69,0.62,0.28,0.258,0.292,0.259,0.284,0.283,0.431,0.424,0.451,0.422,0.354,0.371,0.335,0.374,0.355,0.35,0.347,0.466,0.447,0.439,0.463,0.312,0.318,0.334
56,7,1,7.5,1.0,0.89,0.6,0.396,0.422,0.355,0.364,0.348,0.371,0.529,0.617,0.563,0.605,0.494,0.446,0.464,0.481,0.501,0.485,0.488,0.617,0.618,0.646,0.621,0.433,0.424,0.434
57,1,0,3.6,0.1,0.08,0.56,0.33,0.316,0.347,0.338,0.346,0.36,0.504,0.526,0.521,0.541,0.456,0.44,0.403,0.434,0.465,0.422,0.43,0.558,0.558,0.533,0.544,0.412,0.379,0.394
58,2,0,4.8,0.3,0.3,0.6,0.246,0.264,0.252,0.238,0.238,0.249,0.349,0.387,0.356,0.387,0.294,0.3,0.305,0.29,0.295,0.309,0.312,0.425,0.396,0.393,0.378,0.245,0.29,0.296
59,3,0,4.0,0.3,0.32,0.68,0.402,0.435,0.452,0.424,0.422,0.429,0.637,0.601,0.671,0.636,0.513,0.542,0.515,0.525,0.561,0.532,0.552,0.7,0.694,0.697,0.693,0.514,0.463,0.511
60,4,0,2.5,0.6,0.06,0.62,0.285,0.334,0.298,0.327,0.279,0.302,0.437,0.475,0.458,0.482,0.389,0.376,0.35,0.347,0.359,0.402,0.402,0.481,0.499,0.48,0.513,0.333,0.325,0.348
61,5,0,5.6,2.0,0.36,0.77,0.26,0.273,0.272,0.288,0.272,0.223,0.403,0.397,0.427,0.401,0.326,0.329,0.337,0.369,0.336,0.374,0.333,0.412,0.46,0.464,0.442,0.306,0.308,0.284
62,6,1,4.4,0.4,0.29,0.61,0.347,0.337,0.348,0.356,0.329,0.341,0.508,0.546,0.546,0.539,0.448,0.429,0.388,0.418,0.4,0.423,0.426,0.573,0.571,0.569,0.537,0.403,0.423,0.428
63,7,1,7.0,0.9,0.97,0.83,0.268,0.277,0.247,0.275,0.295,0.257,0.438,0.41,0.389,0.45,0.336,0.34,0.358,0.346,0.336,0.324,0.338,0.476,0.416,0.465,0.461,0.325,0.311,0.288
64,1,0,5.4,1.2,0.07,0.7,0.386,0.373,0.371,0.392,0.409,0.396,0.61,0.535,0.546,0.591,0.471,0.525,0.52,0.456,0.464,0.477,0.473,0.605,0.659,0.639,0.656,0.388,0.434,0.429
65,2,0,5.2,0.3,0.63,0.8,0.379,0.341,0.378,0.359,0.38,0.333,0.537,0.521,0.538,0.554,0.432,0.444,0.422,0.426,0.408,0.48,0.452,0.568,0.583,0.603,0.592,0.416,0.404,0.381
66,3,0,3.5,0.4,0.17,0.55,0.297,0.292,0.312,0.287,0.301,0.311,0.408,0.476,0.45,0.437,0.381,0.361,0.389,0.387,0.386,0.347,0.311,0.429,0.462,0.473,0.478,0.333,0.334,0.339
67,4,0,5.7,1.9,0.69,0.65,0.445,0.463,0.435,0.478,0.464,0.478,0.746,0.736,0.733,0.708,0.617,0.64,0.567,0.607,0.593,0.6,0.584,0.783,0.769,0.76,0.792,0.527,0.541,0.558
68,5,0,3.9,0.4,0.48,0.69,0.442,0.438,0.408,0.413,0.448,0.39,0.61,0.65,0.587,0.628,0.512,0.526,0.534,0.54,0.529,0.533,0.576,0.672,0.671,0.658,0.69,0.477,0.487,0.432
69,6,1,5.6,0.4,0.41,0.81,0.3,0.338,0.308,0.302,0.31,0.291,0.476,0.446,0.463,0.432,0.384,0.364,0.396,0.38,0.384,0.372,0.421,0.471,0.526,0.491,0.477,0.315,0.351,0.384
70,7,1,3.7,4.3,0.36,0.83,0.264,0.236,0.204,0.279,0.233,0.215,0.403,0.362,0.358,0.369,0.307,0.307,0.335,0.304,0.271,0.356,0.344,0.444,0.438,0.421,0.401,0.266,0.289,0.26
71,1,0,3.6,0.4,0.7,0.59,0.458,0.497,0.459,0.465,0.441,0.457,0.668,0.72,0.695,0.666,0.586,0.568,0.607,0.536,0.52,0.551,0.574,0.74,0.74,0.691,0.702,0.525,0.544,0.533
72,2,0,8.2,0.1,0.55,0.72,0.346,0.353,0.347,0.333,0.357,0.383,0.505,0.538,0.559,0.479,0.424,0.458,0.446,0.426,0.432,0.438,0.439,0.611,0.563,0.579,0.558,0.416,0.431,0.383
73,3,0,9.9,0.8,0.57,0.8,0.361,0.417,0.416,0.406,0.422,0.412,0.652,0.632,0.624,0.636,0.529,0.541,0.489,0.563,0.531,0.512,0.529,0.691,0.665,0.689,0.692,0.498,0.481,0.491
74,4,0,7.0,0.3,0.61,0.65,0.417,0.425,0.393,0.356,0.414,0.365,0.586,0.633,0.63,0.619,0.526,0.516,0.501,0.517,0.487,0.523,0.507,0.638,0.676,0.651,0.692,0.447,0.478,0.459
75,5,0,6.2,0.6,0.39,0.66,0.332,0.302,0.322,0.343,0.354,0.325,0.501,0.511,0.5,0.504,0.44,0.389,0.424,0.42,0.39,0.406,0.434,0.534,0.505,0.527,0.573,0.36,0.361,0.395
76,6,1,6.3,1.5,0.85,0.74,0.275,0.323,0.293,0.313,0.302,0.32,0.422,0.398,0.424,0.444,0.398,0.408,0.351,0.291,0.358,0.374,0.349,0.467,0.451,0.478,0.488,0.339,0.32,0.335
77,7,1,2.5,2.9,0.2,0.79,0.372,0.365,0.357,0.384,0.372,0.394,0.548,0.533,0.569,0.521,0.42,0.423,0.453,0.484,0.46,0.509,0.459,0.604,0.561,0.57,0.587,0.438,0.412,0.395
78,1,0,9.3,1.0,0.4,0.69,0.36,0.311,0.343,0.321,0.362,0.349,0.527,0.497,0.477,0.488,0.411,0.437,0.434,0.399,0.451,0.427,0.424,0.567,0.542,0.574,0.55,0.398,0.414,0.397
79,2,0,11.1,0.6,0.53,0.63,0.438,0.418,0.428,0.421,0.46,0.431,0.64,0.622,0.647,0.657,0.521,0.529,0.566,0.563,0.544,0.518,0.536,0.714,0.694,0.671,0.663,0.482,0.482,0.5
80,3,0,10.0,0.2,0.36,0.81,0.411,0.421,0.407,0.41,0.395,0.408,0.63,0.618,0.597,0.595,0.518,0.543,0.505,0.518,0.477,0.505,0.486,0.66,0.626,0.711,0.678,0.476,0.508,0.453
81,4,0,5.7,0.5,0.22,0.7,0.256,0.288,0.275,0.25,0.27,0.285,0.402,0.452,0.412,0.417,0.357,0.329,0.344,0.345,0.321,0.33,0.346,0.452,0.487,0.435,0.467,0.318,0.281,0.346
82,5,0,11.9,1.2,0.44,0.65,0.279,0.271,0.286,0.246,0.294,0.234,0.403,0.42,0.413,0.377,0.349,0.328,0.329,0.353,0.314,0.338,0.325,0.457,0.445,0.435,0.438,0.326,0.282,0.281
83,6,1,11.0,1.4,0.87,0.66,0.298,0.308,0.29,0.325,0.283,0.275,0.457,0.449,0.441,0.422,0.406,0.366,0.352,0.385,0.384,0.344,0.4,0.461,0.524,0.457,0.461,0.35,0.345,0.349
84,7,1,7.9,0.1,0.54,0.68,0.369,0.37,0.361,0.315,0.305,0.347,0.513,0.509,0.486,0.507,0.433,0.409,0.449,0.44,0.424,0.388,0.438,0.566,0.496,0.544,0.547,0.402,0.348,0.392
85,1,0,8.5,0.8,0.62,0.76,0.22,0.241,0.235,0.242,0.24,0.298,0.395,0.4,0.384,0.401,0.332,0.343,0.341,0.304,0.285,0.354,0.321,0.405,0.42,0.428,0.466,0.274,0.253,0.286
86,2,0,10.0,2.1,0.74,0.8,0.396,0.383,0.415,0.4,0.378,0.397,0.617,0.632,0.593,0.614,0.476,0.504,0.491,0.519,0.526,0.522,0.486,0.619,0.651,0.672,0.636,0.463,0.434,0.431
87,3,0,8.3,1.8,0.08,0.73,0.387,0.348,0.392,0.367,0.361,0.397,0.557,0.587,0.561,0.558,0.446,0.496,0.444,0.472,0.428,0.468,0.487,0.544,0.617,0.596,0.628,0.418,0.413,0.428
88,4,0,13.7,0.6,0.42,0.62,0.445,0.466,0.439,0.474,0.444,0.466,0.699,0.68,0.676,0.688,0.582,0.561,0.569,0.562,0.528,0.541,0.549,0.733,0.752,0.735,0.767,0.504,0.501,0.496
89,5,0,11.0,0.9,0.49,0.63,0.294,0.298,0.291,0.295,0.264,0.255,0.423,0.441,0.436,0.407,0.325,0.326,0.382,0.345,0.334,0.345,0.384,0.433,0.435,0.476,0.462,0.286,0.31,0.323
90,6,1,9.4,2.7,0.89,0.8,0.447,0.471,0.487,0.452,0.479,0.488,0.709,0.718,0.686,0.712,0.614,0.553,0.59,0.61,0.584,0.622,0.579,0.766,0.756,0.748,0.779,0.552,0.536,0.532
91,7,1,9.2,0.2,0.34,0.76,0.45,0.497,0.429,0.465,0.499,0.441,0.694,0.754,0.713,0.706,0.65,0.626,0.598,0.607,0.566,0.538,0.589,0.782,0.793,0.752,0.805,0.541,0.541,0.527
92,1,0,7.7,0.1,0.66,0.76,0.275,0.242,0.265,0.302,0.26,0.273,0.402,0.408,0.375,0.371,0.328,0.35,0.344,0.297,0.287,0.316,0.318,0.412,0.398,0.431,0.404,0.287,0.299,0.256
93,2,0,6.9,0.5,0.37,0.91,0.469,0.443,0.464,0.45,0.478,0.47,0.667,0.671,0.702,0.682,0.55,0.562,0.584,0.566,0.578,0.532,0.55,0.733,0.706,0.74,0.714,0.46,0.515,0.482
94,3,0,11.8,1.6,0.35,0.7,0.371,0.388,0.351,0.36,0.371,0.378,0.546,0.52,0.571,0.522,0.456,0.433,0.477,0.464,0.442,0.454,0.452,0.565,0.583,0.544,0.558,0.396,0.39,0.395
95,4,0,8.9,0.2,0.46,0.67,0.423,0.437,0.43,0.446,0.458,0.445,0.659,0.686,0.651,0.67,0.561,0.524,0.568,0.536,0.547,0.548,0.53,0.711,0.752,0.743,0.723,0.495,0.498,0.546
96,5,0,10.6,0.8,0.39,0.88,0.43,0.44,0.417,0.412,0.453,0.416,0.602,0.678,0.636,0.646,0.519,0.533,0.51,0.519,0.518,0.561,0.515,0.724,0.697,0.691,0.71,0.506,0.487,0.463
97,6,1,10.6,1.3,0.66,0.59,0.439,0.453,0.448,0.446,0.467,0.449,0.696,0.71,0.668,0.671,0.6,0.573,0.559,0.571,0.573,0.584,0.578,0.762,0.748,0.739,0.728,0.514,0.541,0.542
98,7,1,13.2,0.3,0.65,0.62,0.492,0.454,0.464,0.479,0.471,0.474,0.688,0.672,0.711,0.691,0.591,0.57,0.587,0.602,0.56,0.592,0.587,0.738,0.728,0.741,0.734,0.53,0.507,0.502
99,1,0,10.4,0.9,0.88,0.59,0.355,0.339,0.372,0.359,0.389,0.353,0.544,0.548,0.506,0.49,0.424,0.474,0.468,0.426,0.412,0.427,0.481,0.554,0.585,0.582,0.571,0.398,0.383,0.39
100,2,0,14.4,1.3,0.64,0.53,0.407,0.419,0.435,0.42,0.442,0.453,0.645,0.643,0.636,0.67,0.527,0.539,0.533,0.513,0.566,0.535,0.551,0.686,0.688,0.665,0.689,0.522,0.5,0.492
101,3,0,12.5,1.2,0.8,0.59,0.433,0.351,0.37,0.418,0.425,0.398,0.589,0.608,0.586,0.576,0.493,0.513,0.505,0.509,0.468,0.468,0.514,0.634,0.612,0.619,0.629,0.433,0.462,0.416
102,4,0,9.9,0.6,0.57,0.89,0.378,0.387,0.382,0.348,0.388,0.39,0.581,0.592,0.554,0.555,0.483,0.467,0.473,0.493,0.49,0.486,0.462,0.624,0.66,0.605,0.624,0.39,0.407,0.42
103,5,0,15.2,1.6,0.55,0.65,0.461,0.422,0.43,0.45,0.417,0.392,0.67,0.665,0.674,0.666,0.537,0.51,0.55,0.552,0.529,0.511,0.532,0.711,0.756,0.708,0.719,0.485,0.505,0.516
104,6,1,14.0,0.2,0.71,0.62,0.241,0.276,0.244,0.271,0.266,0.26,0.359,0.352,0.374,0.378,0.342,0.325,0.309,0.322,0.287,0.299,0.322,0.41,0.352,0.415,0.369,0.263,0.328,0.277
105,7,1,11.7,0.0,0.32,0.74,0.279,0.29,0.291,0.249,0.301,0.266,0.42,0.39,0.395,0.386,0.332,0.374,0.361,0.36,0.346,0.348,0.332,0.441,0.382,0.459,0.432,0.308,0.331,0.327
106,1,0,11.3,1.0,0.63,0.64,0.455,0.46,0.468,0.46,0.445,0.466,0.693,0.688,0.719,0.711,0.591,0.572,0.545,0.572,0.567,0.556,0.587,0.792,0.74,0.742,0.752,0.497,0.56,0.517
107,2,0,16.3,0.2,0.67,0.76,0.379,0.415,0.363,0.381,0.337,0.355,0.562,0.538,0.554,0.599,0.492,0.48,0.495,0.474,0.458,0.43,0.46,0.634,0.592,0.624,0.609,0.435,0.396,0.413
108,3,0,12.4,0.6,0.85,0.72,0.304,0.354,0.356,0.348,0.346,0.337,0.53,0.513,0.511,0.508,0.423,0.423,0.425,0.426,0.409,0.395,0.426,0.552,0.599,0.578,0.568,0.367,0.378,0.37
109,4,0,10.9,0.7,0.17,0.55,0.355,0.382,0.345,0.378,0.338,0.37,0.525,0.539,0.545,0.544,0.442,0.425,0.468,0.466,0.406,0.42,0.421,0.579,0.569,0.59,0.567,0.413,0.395,0.442
110,5,0,11.1,0.0,0.68,0.76,0.308,0.32,0.322,0.326,0.312,0.307,0.453,0.476,0.466,0.439,0.374,0.388,0.382,0.421,0.4,0.414,0.402,0.537,0.491,0.507,0.52,0.338,0.342,0.345
111,6,1,15.4,1.0,0.47,0.7,0.464,0.428,0.423,0.419,0.443,0.429,0.648,0.646,0.665,0.64,0.541,0.554,0.521,0.538,0.539,0.531,0.518,0.686,0.702,0.707,0.703,0.483,0.475,0.467
112,7,1,16.1,0.7,0.59,0.82,0.245,0.272,0.259,0.256,0.233,0.252,0.385,0.393,0.389,0.381,0.348,0.335,0.355,0.33,0.322,0.353,0.331,0.382,0.41,0.409,0.399,0.258,0.3,0.3
113,1,0,13.3,0.6,0.46,0.64,0.257,0.273,0.263,0.279,0.299,0.249,0.385,0.413,0.421,0.43,0.329,0.361,0.329,0.317,0.298,0.343,0.316,0.44,0.438,0.438,0.438,0.29,0.275,0.342
114,2,0,13.8,0.1,0.36,0.76,0.372,0.405,0.354,0.376,0.365,0.392,0.545,0.563,0.562,0.588,0.479,0.452,0.494,0.439,0.499,0.495,0.466,0.596,0.608,0.617,0.604,0.412,0.398,0.439
115,3,0,14.9,0.5,0.46,0.62,0.372,0.394,0.369,0.343,0.343,0.346,0.546,0.521,0.518,0.516,0.443,0.395,0.463,0.507,0.426,0.439,0.444,0.594,0.582,0.604,0.581,0.398,0.396,0.416
116,4,0,14.0,0.2,0.13,0.62,0.264,0.23,0.254,0.228,0.257,0.252,0.413,0.398,0.38,0.38,0.307,0.302,0.326,0.346,0.325,0.312,0.308,0.45,0.399,0.402,0.42,0.295,0.266,0.254
117,5,0,14.3,1.9,0.47,0.76,0.478,0.476,0.485,0.509,0.482,0.455,0.689,0.707,0.719,0.705,0.587,0.607,0.603,0.589,0.608,0.564,0.567,0.762,0.762,0.777,0.742,0.512,0.505,0.514
118,6,1,14.6,0.2,0.93,0.74,0.353,0.378,0.377,0.411,0.417,0.392,0.581,0.574,0.573,0.542,0.477,0.498,0.486,0.491,0.475,0.445,0.504,0.633,0.656,0.602,0.601,0.438,0.412,0.419
119,7,1,13.4,0.4,0.34,0.73,0.282,0.246,0.278,0.319,0.298,0.265,0.402,0.457,0.415,0.435,0.339,0.345,0.345,0.354,0.337,0.35,0.35,0.447,0.414,0.479,0.447,0.3,0.312,0.296
120,1,0,13.5,0.8,0.56,0.6,0.327,0.354,0.326,0.326,0.284,0.312,0.451,0.481,0.443,0.512,0.392,0.421,0.404,0.408,0.403,0.398,0.363,0.519,0.543,0.515,0.531,0.359,0.413,0.385
121,2,0,12.7,2.0,0.56,0.75,0.42,0.461,0.459,0.455,0.416,0.42,0.645,0.623,0.629,0.637,0.555,0.524,0.536,0.543,0.54,0.519,0.529,0.674,0.674,0.703,0.706,0.47,0.486,0.474
122,3,0,16.8,2.1,0.8,0.67,0.284,0.291,0.306,0.309,0.303,0.301,0.426,0.452,0.429,0.412,0.362,0.373,0.345,0.382,0.37,0.366,0.348,0.457,0.47,0.465,0.462,0.342,0.349,0.348
123,4,0,14.9,0.5,0.39,0.89,0.359,0.341,0.358,0.379,0.38,0.355,0.506,0.518,0.516,0.52,0.436,0.427,0.47,0.43,0.429,0.429,0.437,0.604,0.571,0.536,0.595,0.39,0.371,0.4
124,5,0,14.1,0.4,0.59,0.79,0.373,0.38,0.383,0.334,0.395,0.389,0.572,0.565,0.59,0.582,0.502,0.492,0.483,0.49,0.488,0.484,0.467,0.654,0.622,0.637,0.608,0.439,0.418,0.431
125,6,1,11.8,1.2,0.49,0.59,0.321,0.351,0.334,0.351,0.307,0.331,0.517,0.471,0.478,0.479,0.381,0.405,0.401,0.418,0.399,0.407,0.401,0.513,0.54,0.539,0.586,0.377,0.381,0.384
126,7,1,16.9,0.4,0.08,0.78,0.314,0.339,0.288,0.29,0.33,0.346,0.453,0.454,0.469,0.462,0.408,0.391,0.412,0.381,0.422,0.433,0.355,0.482,0.491,0.5,0.517,0.361,0.391,0.315
127,1,0,16.3,2.4,0.4,0.52,0.482,0.497,0.515,0.469,0.433,0.474,0.673,0.676,0.736,0.715,0.555,0.594,0.592,0.589,0.603,0.582,0.566,0.798,0.772,0.781,0.756,0.54,0.488,0.559
128,2,0,17.8,1.7,0.52,0.67,0.303,0.339,0.303,0.289,0.327,0.35,0.494,0.469,0.499,0.482,0.388,0.439,0.431,0.444,0.417,0.42,0.426,0.52,0.548,0.555,0.515,0.369,0.329,0.392
129,3,0,16.0,0.1,0.79,0.58,0.409,0.468,0.461,0.448,0.459,0.416,0.647,0.63,0.637,0.659,0.529,0.526,0.528,0.54,0.557,0.514,0.55,0.697,0.684,0.692,0.695,0.461,0.509,0.507
130,4,0,14.9,1.3,0.71,0.61,0.355,0.368,0.348,0.343,0.32,0.364,0.565,0.547,0.604,0.531,0.442,0.419,0.473,0.44,0.485,0.443,0.473,0.612,0.58,0.59,0.572,0.385,0.363,0.414
131,5,0,19.5,0.6,0.28,0.74,0.338,0.378,0.312,0.31,0.319,0.293,0.496,0.501,0.519,0.514,0.443,0.403,0.397,0.422,0.389,0.375,0.406,0.543,0.528,0.522,0.519,0.363,0.391,0.378
132,6,1,16.3,1.1,0.31,0.66,0.427,0.457,0.447,0.464,0.496,0.472,0.702,0.7,0.646,0.724,0.581,0.562,0.564,0.584,0.539,0.562,0.551,0.709,0.754,0.722,0.749,0.493,0.551,0.509
133,7,1,16.8,0.0,0.75,0.59,0.235,0.25,0.244,0.227,0.254,0.278,0.392,0.358,0.372,0.397,0.289,0.305,0.326,0.278,0.327,0.329,0.298,0.399,0.375,0.398,0.352,0.255,0.264,0.253
134,1,0,18.8,0.3,0.74,0.8,0.31,0.296,0.315,0.286,0.323,0.317,0.46,0.487,0.522,0.48,0.398,0.37,0.38,0.406,0.391,0.362,0.424,0.507,0.53,0.506,0.483,0.334,0.385,0.33
135,2,0,14.5,0.3,0.41,0.79,0.357,0.39,0.354,0.403,0.404,0.443,0.589,0.605,0.606,0.565,0.476,0.498,0.462,0.477,0.43,0.465,0.492,0.67,0.651,0.646,0.634,0.41,0.43,0.453
136,3,0,16.5,0.6,0.7,0.57,0.365,0.352,0.382,0.368,0.37,0.359,0.526,0.553,0.565,0.532,0.472,0.432,0.473,0.478,0.495,0.467,0.465,0.575,0.591,0.568,0.628,0.437,0.439,0.384
137,4,0,14.1,2.5,0.84,0.73,0.384,0.422,0.407,0.389,0.413,0.458,0.637,0.636,0.673,0.62,0.539,0.568,0.534,0.52,0.525,0.525,0.508,0.721,0.691,0.685,0.714,0.462,0.508,0.498
138,5,0,15.2,1.2,0.3,0.74,0.335,0.37,0.359,0.374,0.388,0.437,0.563,0.6,0.523,0.545,0.51,0.472,0.445,0.477,0.45,0.487,0.467,0.629,0.629,0.593,0.626,0.403,0.411,0.408
139,6,1,19.2,0.3,0.17,0.78,0.238,0.268,0.257,0.285,0.271,0.234,0.428,0.422,0.386,0.429,0.354,0.317,0.331,0.34,0.353,0.355,0.323,0.452,0.443,0.446,0.419,0.294,0.315,0.248
140,7,1,17.1,0.6,0.49,0.78,0.367,0.418,0.398,0.416,0.379,0.372,0.612,0.597,0.619,0.585,0.46,0.487,0.473,0.487,0.466,0.461,0.509,0.641,0.635,0.667,0.629,0.435,0.43,0.447
141,1,0,16.6,0.0,0.92,0.74,0.345,0.402,0.355,0.349,0.384,0.324,0.572,0.53,0.546,0.566,0.471,0.462,0.47,0.463,0.449,0.468,0.444,0.601,0.61,0.617,0.583,0.428,0.387,0.432
142,2,0,19.4,1.3,0.32,0.6,0.274,0.264,0.256,0.276,0.234,0.296,0.392,0.4,0.383,0.392,0.356,0.356,0.4,0.337,0.341,0.337,0.335,0.436,0.415,0.46,0.412,0.309,0.292,0.306
143,3,0,19.0,0.1,0.37,0.62,0.458,0.466,0.407,0.433,0.426,0.428,0.65,0.653,0.65,0.657,0.574,0.492,0.501,0.539,0.572,0.546,0.557,0.712,0.711,0.713,0.693,0.486,0.5,0.504
144,4,0,18.5,0.2,0.66,0.75,0.296,0.258,0.237,0.28,0.228,0.234,0.365,0.363,0.359,0.353,0.304,0.324,0.297,0.289,0.289,0.355,0.289,0.409,0.403,0.415,0.436,0.292,0.309,0.302
145,5,0,20.8,0.7,0.48,0.71,0.322,0.388,0.372,0.4,0.375,0.352,0.551,0.554,0.526,0.545,0.414,0.402,0.463,0.433,0.446,0.447,0.459,0.581,0.563,0.605,0.558,0.382,0.426,0.408
146,6,1,18.6,0.3,0.9,0.76,0.433,0.429,0.441,0.44,0.443,0.431,0.641,0.665,0.643,0.645,0.544,0.546,0.493,0.539,0.506,0.546,0.517,0.713,0.698,0.647,0.681,0.499,0.452,0.489
147,7,1,22.6,0.7,0.65,0.54,0.361,0.36,0.341,0.345,0.37,0.35,0.556,0.541,0.531,0.554,0.419,0.46,0.425,0.473,0.461,0.457,0.465,0.573,0.595,0.604,0.587,0.391,0.452,0.442
148,1,0,18.8,1.4,0.26,0.73,0.457,0.469,0.459,0.474,0.467,0.431,0.71,0.677,0.738,0.722,0.594,0.564,0.6,0.59,0.63,0.575,0.583,0.79,0.788,0.809,0.749,0.531,0.528,0.544
149,2,0,18.0,0.0,0.16,0.92,0.292,0.323,0.264,0.323,0.299,0.3,0.455,0.435,0.457,0.443,0.348,0.413,0.398,0.397,0.372,0.388,0.346,0.508,0.481,0.517,0.469,0.358,0.344,0.363
150,3,0,18.7,2.1,0.43,0.84,0.387,0.452,0.41,0.417,0.407,0.427,0.637,0.616,0.599,0.607,0.522,0.499,0.52,0.52,0.52,0.563,0.516,0.65,0.645,0.641,0.678,0.466,0.438,0.424
151,4,0,18.8,0.1,0.75,0.82,0.298,0.269,0.316,0.301,0.316,0.299,0.471,0.466,0.441,0.461,0.365,0.376,0.345,0.371,0.385,0.337,0.341,0.48,0.471,0.486,0.498,0.335,0.347,0.32
152,5,0,18.6,0.6,0.79,0.75,0.297,0.283,0.273,0.328,0.332,0.3,0.483,0.502,0.444,0.452,0.382,0.403,0.34,0.41,0.384,0.336,0.379,0.489,0.505,0.501,0.48,0.336,0.351,0.332
153,6,1,19.0,0.1,0.15,0.72,0.34,0.282,0.287,0.309,0.317,0.321,0.466,0.456,0.462,0.505,0.4,0.35,0.396,0.392,0.409,0.403,0.394,0.496,0.494,0.52,0.488,0.377,0.364,0.367
154,7,1,17.4,0.5,0.48,0.74,0.274,0.277,0.269,0.271,0.316,0.308,0.415,0.448,0.449,0.411,0.353,0.374,0.348,0.361,0.36,0.349,0.344,0.491,0.487,0.495,0.455,0.358,0.318,0.351
155,1,0,20.0,1.7,0.56,0.62,0.36,0.322,0.312,0.357,0.303,0.319,0.481,0.486,0.498,0.509,0.404,0.414,0.454,0.384,0.434,0.375,0.368,0.485,0.511,0.534,0.485,0.351,0.339,0.36
156,2,0,20.7,1.7,0.36,0.67,0.416,0.432,0.439,0.453,0.384,0.447,0.624,0.601,0.639,0.612,0.49,0.529,0.536,0.548,0.553,0.52,0.569,0.685,0.683,0.714,0.679,0.464,0.498,0.449
157,3,0,20.5,1.3,0.53,0.6,0.441,0.468,0.47,0.45,0.416,0.459,0.693,0.658,0.641,0.66,0.555,0.555,0.543,0.518,0.535,0.538,0.558,0.695,0.694,0.751,0.717,0.51,0.436,0.523
158,4,0,19.6,0.5,0.44,0.72,0.411,0.42,0.443,0.416,0.449,0.412,0.623,0.639,0.65,0.638,0.509,0.542,0.533,0.536,0.515,0.543,0.541,0.741,0.722,0.658,0.715,0.531,0.495,0.5
159,5,0,17.7,3.0,0.54,0.85,0.433,0.462,0.447,0.421,0.442,0.444,0.677,0.664,0.702,0.681,0.566,0.552,0.556,0.579,0.554,0.596,0.548,0.742,0.718,0.757,0.752,0.499,0.525,0.492
160,6,1,21.6,1.4,0.24,0.8,0.278,0.284,0.319,0.298,0.299,0.286,0.377,0.392,0.44,0.39,0.352,0.353,0.349,0.327,0.374,0.365,0.366,0.458,0.474,0.47,0.473,0.293,0.34,0.322
161,7,1,18.3,1.6,0.62,0.83,0.503,0.464,0.48,0.455,0.479,0.473,0.691,0.73,0.678,0.73,0.617,0.6,0.604,0.604,0.591,0.597,0.585,0.773,0.804,0.757,0.779,0.589,0.494,0.542
162,1,0,16.7,0.1,0.34,0.63,0.396,0.392,0.358,0.379,0.352,0.345,0.58,0.59,0.558,0.615,0.501,0.486,0.457,0.46,0.49,0.473,0.466,0.609,0.607,0.597,0.632,0.442,0.433,0.46
163,2,0,19.0,0.7,0.56,0.62,0.466,0.473,0.461,0.499,0.47,0.454,0.722,0.721,0.73,0.726,0.584,0.603,0.599,0.569,0.611,0.61,0.605,0.78,0.777,0.802,0.787,0.538,0.524,0.531
164,3,0,16.9,1.3,0.55,0.65,0.44,0.412,0.422,0.45,0.414,0.422,0.658,0.652,0.658,0.67,0.509,0.506,0.52,0.541,0.547,0.564,0.517,0.701,0.683,0.646,0.692,0.469,0.525,0.458
165,4,0,17.6,0.7,0.69,0.8,0.33,0.337,0.306,0.301,0.341,0.313,0.513,0.463,0.482,0.473,0.417,0.385,0.391,0.382,0.432,0.372,0.371,0.487,0.531,0.535,0.514,0.373,0.358,0.353
166,5,0,21.9,0.7,0.48,0.68,0.25,0.268,0.218,0.263,0.237,0.248,0.395,0.391,0.372,0.396,0.357,0.281,0.3,0.363,0.319,0.326,0.299,0.415,0.396,0.412,0.409,0.3,0.314,0.283
167,6,1,19.7,0.4,0.68,0.72,0.303,0.262,0.277,0.26,0.305,0.294,0.421,0.424,0.44,0.401,0.364,0.348,0.342,0.33,0.392,0.336,0.369,0.473,0.445,0.512,0.448,0.323,0.35,0.348
168,7,1,20.1,1.4,0.8,0.75,0.427,0.463,0.458,0.456,0.468,0.437,0.659,0.67,0.658,0.686,0.559,0.552,0.583,0.559,0.553,0.536,0.562,0.731,0.732,0.771,0.686,0.533,0.478,0.509
169,1,0,19.1,0.2,0.46,0.85,0.36,0.3,0.336,0.34,0.348,0.327,0.472,0.551,0.475,0.522,0.41,0.438,0.398,0.443,0.442,0.427,0.451,0.529,0.527,0.549,0.58,0.394,0.396,0.374
170,2,0,16.4,0.1,0.9,0.79,0.274,0.287,0.277,0.299,0.279,0.309,0.441,0.489,0.442,0.457,0.382,0.387,0.38,0.356,0.401,0.374,0.359,0.462,0.498,0.481,0.492,0.315,0.361,0.352
